,cluster,cluster_size,cost,total_points,explained_variance,silhouette,geo_silhouette,health_silhouette,geo_pairwise,health_pairwise,containment_health,avg_infections
46,46,4,0.00851600201667725,872,676428.7909975473,0.47872635754649634,-0.18683779237235565,-0.6485909059674748,1086.3303691336882,0.03870816138689446,48.884619074333344,37.41987503428191
47,47,2,0.008655029733014529,137,22898.644417691758,0.0,0.0,0.0,183.78841696442754,0.008704214752757202,60.82897756686799,12.337928798990474
48,48,3,0.00874402149093284,418,71753.85039544746,0.3620243017304327,-0.3161132559676198,-0.5576592703360519,505.8159484433604,0.007481303575740464,30.51454304318716,20.065822484595074
49,49,4,0.009078973498329266,1177,454583.6617210627,0.4572099076242171,-0.383255986325238,-0.007783522171223446,1399.419162779059,0.014368546382889556,45.636718841270294,26.615601135693176
50,50,3,0.009560007542330667,217,74834.63983811573,0.5794461807552008,-0.6543332688564281,0.22780914985090317,3382.7343272311737,0.006932126799425707,35.986155308249415,29.101331963825775
51,51,3,0.00964193112393064,749,350985.1197507337,0.41516470048004184,-0.5114970601908683,-0.5032104771383517,1038.4119775689169,0.019687598989505006,53.83217204526886,11.02671649587903
52,52,2,0.009687886464789151,351,56122.607826050626,0.4158573358378267,-0.6971484745617781,-0.6675100528740474,900.6137734677786,0.011305193881757448,32.768051552106414,19.789702514919647
53,53,4,0.009689347271880549,636,3518276.7237292593,0.28910560428507603,0.7390683167363796,-0.2914787456275485,273.54220462921785,0.01879785156942366,37.50927668897014,58.36472790739009
54,54,3,0.010002718580817416,305,32050.902462916198,0.507715223904698,-0.35740208331214013,-0.19725534269856326,802.5582432995863,0.005941547651231019,42.18562445037606,36.714932749262566
55,55,2,0.01038965604198374,120,1102363.4973541326,-0.001156925215931387,-0.31152718863602463,0.6921401919594443,658.1934339215908,0.0031764181191101144,41.79216666666667,105.02906149295396
56,56,3,0.01070219079991736,294,20472.625938119283,0.41003947172898947,-0.255751614719902,-0.06205184835265579,238.93134387204086,0.007521649806022097,34.41954211423701,24.016841642559086
57,57,3,0.011200125706395813,428,3013539.4104744913,0.5711343776051923,-0.4815062430033878,-0.1769426921548576,1508.9714009040465,0.01168789353334436,31.19791271815522,73.84117670851136
58,58,3,0.011627286970281557,413,85588.66648524295,0.5159718889111674,0.015337947784630731,-0.38722387442944073,791.6856772452837,0.008009972282897512,34.365778214810945,38.91766028251174
59,59,3,0.011795570420060294,615,255202.52066902365,0.5347610081900468,-0.5645371185376514,-0.11595808979097089,1531.0465861098216,0.006401942635519004,51.90199091433961,8.06848807548254
60,60,7,0.01196965701199885,765,4655109.382724319,0.3500580901877092,-0.4454491587941292,-0.29055821629814294,1195.366651389846,0.014751667091056467,35.87459139364502,77.57657022863916
61,61,3,0.01237300865685745,337,191131.68089130014,0.506946881409969,-0.10178052012464257,-0.711255786501844,724.9738001126943,0.04554916375654303,45.14982678809958,38.51459752095311
62,62,3,0.01253830452075682,183,40561.29856253516,0.5837268113465162,-0.22227013739934295,0.08886789438104607,906.831023879978,0.009074477178859725,41.35651587301587,38.010429818755405
63,63,4,0.012607854140128386,435,42123.919051972785,0.31275235090835696,-0.1893247245537073,-0.3827099512724226,741.4708629676725,0.004264109468332937,31.74600649383023,24.01109046328883
64,64,3,0.012759713615069543,612,227572.82410132771,0.46198641059519546,-0.522460830354726,-0.09099610406223474,461.7445643947871,0.010135692650570734,58.36230744058157,11.09416366105608
65,65,2,0.01285944857510227,368,187529.82670094277,0.41680376672613867,0.7479254313911419,-0.00472718703719778,133.604264263523,0.00810857515159356,58.300172908956355,32.98175975364048
66,66,4,0.012978767000007548,720,128570.58524485481,0.28503114260534773,-0.5963607610378266,-0.6396756005365791,1615.6740523269327,0.015677483341803133,33.76501868871322,27.555173301003112
67,67,2,0.013011034818209746,173,15950.043447852018,0.11223494444653656,-0.5732053993208858,-0.5413894003871437,612.8812488692786,0.01629265910320728,36.630357527605746,25.43703890829216
68,68,3,0.014033625274111778,574,154732.2442689376,0.29408029320278123,-0.25175314742305005,0.5252174905192825,1226.5934591638809,0.004996637946770014,38.13903115118663,24.97099110196422
69,69,5,0.014307547399064705,758,2381411.806610898,0.12414024365646606,0.30553105043164186,0.0868291400035435,712.0690272510034,0.010856471917388278,33.00712694545518,53.51863716982208
70,70,4,0.014330934091236966,750,253238.37578751933,0.1916587216579691,-0.09738814822827883,-0.2771863188774166,978.6724272020692,0.013946843009995718,40.134451109765905,25.965116708249578
71,71,6,0.014691687479149585,1322,897091.768701087,0.4296082249882401,0.46227553047115305,0.04069500871670686,430.2846141016478,0.014155338270310226,44.84448008228521,35.5310956367459
72,72,3,0.014878429487906974,226,1316438.6001191894,0.1471653632147919,-0.42290341108980134,-0.3779280789426469,1496.7698143533307,0.022534911918408087,38.12389009924958,61.089433332896824
73,73,2,0.015111288743371762,232,39567.06203784394,0.25758786315873033,-0.020314883192038113,0.26719220439678437,154.99201279387577,0.005052102828610968,38.90817878787877,16.315141607076832
74,74,2,0.01564956353128819,145,22179.959971036595,0.41788755246007614,-0.6845114793759051,0.5079393830205432,1943.32592129723,0.0030926877059278867,42.89102112676057,28.842941978864705
75,75,2,0.015868898111288388,158,25518.242529954674,0.13428585871904608,-0.4098531022264468,-0.8629126534011282,701.1233811137492,0.02388204853088827,34.95021258503407,41.823839016144476
76,76,7,0.016051574143189626,845,144047.53331805026,0.2686579768828824,-0.13413906834360786,-0.6248401898361851,651.2614316019265,0.01706953825474413,32.77515427193403,30.67709183621219
77,77,19,0.016060100647352017,8868,6242228.113169664,0.5874449521379624,0.3233874725998111,-0.18614591487803114,929.5146702328557,0.017923298396481296,51.399538583860874,22.51830201669828
78,78,2,0.016155698807282667,148,59916.51684571743,0.08851893781044803,-0.3357960156014571,-0.3619222342086669,2450.6503370660676,0.006387856415337845,57.768988795518204,20.311583157424685
79,79,5,0.016266415978230024,765,155965.3235947948,0.3371496184177357,-0.47819147553079533,-0.644161900905149,1983.5866684997618,0.016210995014483472,33.03787068587563,32.06946718536678
80,80,6,0.01671510453567122,1225,540602.7134538391,0.41764361349527945,-0.4256021494489704,-0.38885854505811634,820.5813972085891,0.01157204944874546,52.323423261119224,14.990857758253235
81,81,5,0.016904051632251907,662,383913.656617618,0.38889606420172396,-0.51808789572913,-0.5410452376451347,1184.2844707532618,0.02069098335554318,51.56613776957812,10.504239223328252
82,82,2,0.01704716767362901,137,4161011.156628194,0.017035363339251014,-0.3929036670342638,0.07693773862049418,3354.6110050588786,0.009087914631468361,36.862050258843865,184.88590018326553
83,83,8,0.017577156574487038,1281,417734.31543461763,0.1498691834892968,-0.3443496528574572,-0.5609391448437208,762.087979037823,0.016780400761058904,32.212416611784064,22.35487106675035
84,84,4,0.017637535941083433,625,1023339.1978027085,0.13109072133594807,-0.5060843905471275,-0.5560936956003206,1221.4717008063535,0.01957394373360237,39.44791566289356,51.913870309309715
85,85,6,0.0176526456073442,406,153183.80470403106,0.42120150774215487,-0.15492770347090037,0.07911572415970347,2183.963648754986,0.02182077485976084,42.298903419043704,18.38888714462045
86,86,4,0.017728340840492702,412,234608.7123319888,0.5292279360793408,0.25370134033951053,0.30816311611829195,609.4074800761957,0.011697534089722808,49.111096740770094,12.915485565583266
87,87,7,0.017822043465495683,1337,1403651.7893748712,0.4867421014305065,-0.2441977148663113,-0.42611320259529867,1261.0955611795416,0.020580055934110858,34.970767136933766,37.05703072410354
88,88,7,0.017982063298422224,1121,123134.91671424551,0.24162952302703938,-0.15478857121544418,-0.0289467476809937,451.3044047316366,0.01107622722992597,35.652002119491144,28.1218970893748
89,89,2,0.018220431727131604,120,23389.661831971047,0.0,0.0,0.0,2098.5212534117054,0.008002099341495615,55.45416666666667,24.471974358812126
90,90,3,0.018364087205300646,904,1183672.6140698427,0.015469283683562074,-0.15879512074434676,-0.011137196553037097,1792.2056338159516,0.01751413681574776,43.8288325522137,30.56169292577862
91,91,3,0.018452252447938477,1346,452843.04739917006,-0.0278605307398113,-0.39782887427438013,-0.3751761010009372,3314.1418980792355,0.019522213246875846,60.46228291821068,7.974874262429993
92,92,3,0.0189647207092751,288,56146.913537716944,0.27231597883671993,0.04530277814140419,-0.6465405821658947,1814.961649141158,0.03799971127399832,46.47009375712006,29.35164681530679
